,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,xrm
20140404,-1.79,-2.73,-2.36,-2.26,-2.08,-1.95,-1.5,-1.27,-1.45,-1.28,-1.47
20140407,-1.32,-1.46,-1.45,-1.65,-1.66,-1.97,-1.75,-1.75,-1.56,-1.17,-1.26
20140408,0.58,0.93,0.86,0.73,0.64,0.83,0.73,0.57,0.61,0.43,0.5
20140409,1.19,1.61,1.37,1.29,1.36,1.62,1.26,1.13,0.98,1.25,1.2
20140410,-2.08,-3.07,-2.71,-2.83,-2.5,-2.58,-2.5,-2.21,-2.26,-2.06,-2.24
20140411,-1.1,-1.31,-1.72,-1.38,-1.52,-1.49,-1.35,-1.31,-1.21,-0.95,-1.07
20140414,-0.62,0.23,0.31,0.48,0.43,0.48,0.44,0.83,0.74,0.87,0.7
20140415,-0.75,0.1,0.11,0.4,0.54,0.56,0.74,0.59,0.53,0.64,0.59
20140416,1.1,0.89,1.12,0.98,1.11,1.26,1.26,1.02,1.2,1.17,1.13
20140417,0.55,0.74,0.75,0.59,0.19,0.3,0.45,0.23,0.28,0.19,0.23
20140421,0.92,0.65,0.34,0.49,0.25,0.31,0.46,0.14,0.34,0.32,0.36
20140422,1.16,1.41,1.41,1.3,0.95,1.03,0.83,0.62,0.67,0.47,0.58
20140423,-0.76,-0.98,-0.74,-0.72,-0.49,-0.37,-0.25,-0.38,-0.17,-0.12,-0.31
20140424,-0.19,-0.47,-0.33,-0.26,-0.26,-0.04,-0.18,0.19,0.14,-0.04,0.08
20140425,-1.76,-2.11,-2.07,-1.9,-1.33,-1.63,-1.42,-1.35,-0.83,-0.93,-1.05
20140428,-0.77,-0.72,-0.62,-0.6,-0.49,-0.72,-0.31,-0.29,-0.07,0.04,0.11
20140429,-0.07,0.04,0.37,0.54,0.31,0.59,0.51,0.55,0.43,0.64,0.56
20140430,0.1,0.55,0.64,0.56,0.61,0.6,0.67,0.66,0.55,0.23,0.35
20140501,-0.11,-0.58,-0.08,0.21,0.09,0.09,0.29,0.27,0,0.08,0.04
20140502,-0.14,0.02,0.12,0.29,0.38,0.49,-0.06,0.1,0,-0.08,-0.07
20140505,0.02,-0.38,-0.43,-0.42,-0.23,0.01,-0.01,0.07,0.22,0.2,0.13
20140506,-1.35,-1.79,-1.8,-1.75,-1.16,-1.21,-0.92,-0.9,-0.91,-0.88,-1.03
20140507,-0.9,-0.18,-0.13,-0.3,-0.05,-0.07,0.18,0.36,0.32,0.73,0.45
20140508,-1.46,-1.66,-1.11,-0.96,-0.64,-0.35,-0.61,-0.3,-0.33,-0.07,-0.26
20140509,0.62,1.45,1.32,0.89,0.6,0.3,0.25,0.26,0.08,0.23,0.25
20140512,1.86,2.99,2.68,2.45,2.11,2.22,1.52,1.3,1.31,1.03,1.2
20140513,-0.35,-1.03,-1.41,-1.14,-0.69,-0.66,-0.31,-0.16,-0.01,0.06,-0.05
20140514,-1.08,-2.03,-2.05,-1.59,-1.31,-1.06,-0.77,-0.65,-0.54,-0.45,-0.6
20140515,-0.69,-0.86,-0.51,-0.66,-0.56,-1.02,-0.82,-0.75,-0.97,-0.96,-0.9
20140516,0.17,0.61,0.63,0.63,0.46,0.48,0.56,0.38,0.44,0.31,0.36
20140519,0.7,1.33,1,1.18,0.99,0.8,0.62,0.52,0.4,0.43,0.5
20140520,-0.88,-1.73,-1.55,-1.55,-1.25,-1.35,-1.33,-0.95,-0.8,-0.68,-0.78
20140521,0.14,0.35,0.67,0.62,0.55,0.51,0.65,0.6,0.79,0.85,0.81
20140522,0.7,1.11,0.9,1.17,0.84,0.68,0.62,0.53,0.35,0.33,0.36
20140523,0.93,1.24,1.18,0.98,0.82,0.78,0.69,0.59,0.49,0.37,0.49
20140527,1.21,1.81,1.44,1.4,1.08,1,0.73,0.55,0.7,0.53,0.69
20140528,0.18,-0.49,-0.48,-0.48,-0.34,-0.54,-0.24,-0.04,-0.04,-0.06,-0.11
20140529,0.42,0.17,0.21,0.34,0.33,0.6,0.48,0.59,0.55,0.57,0.54
20140530,-0.34,-0.72,-0.61,-0.66,-0.41,-0.38,-0.24,0.02,0.11,0.16,0.06
20140602,-0.67,-1.3,-0.78,-0.8,-0.07,0.11,0.19,0.18,0.26,0.18,0.06
20140603,-0.52,-0.65,-0.35,-0.42,0.11,-0.17,-0.01,0.09,0.13,-0.08,-0.05
20140604,0.51,0.09,0.55,0.48,0.45,0.6,0.48,0.47,0.28,0.26,0.28
20140605,1.27,2.55,2.56,2.16,1.45,1.25,0.93,0.69,0.51,0.56,0.77
20140606,1.09,0.97,1.22,1.21,0.84,0.81,0.75,0.66,0.55,0.49,0.54
20140609,0.77,1.93,1.19,1.2,0.91,0.35,0.41,0.33,0.02,0.07,0.22
20140610,0.3,-0.12,0.16,-0.22,-0.22,-0.01,-0.24,-0.3,-0.27,-0.04,-0.03
20140611,0,-0.81,-0.59,-0.19,-0.58,-0.29,-0.34,-0.24,-0.31,-0.34,-0.34
20140612,-0.14,-0.7,-0.53,-0.54,-0.53,-0.78,-0.59,-0.67,-0.51,-0.67,-0.68
20140613,-0.04,0.13,0.33,0.44,0.34,0.29,0.49,0.39,0.33,0.33,0.31
20140616,0.28,0.6,0.42,0.56,0.34,0.16,0.17,0.18,0.19,0.11,0.13
20140617,0.81,1.05,0.87,0.85,0.9,1.06,0.87,0.52,0.45,0.23,0.34
20140618,0.46,0.52,0.58,0.49,0.33,0.58,0.51,0.68,0.7,0.92,0.75
20140619,0.23,-0.04,0.05,0.08,-0.06,0.28,0.03,0.19,0.02,0.19,0.12
20140620,0.25,0.38,0.09,0.31,0.25,0.07,0.25,0.25,0.35,0.11,0.18
20140623,-0.24,-0.54,-0.23,-0.07,-0.17,-0.03,0.07,0.04,-0.12,-0.02,-0.01
20140624,-0.96,-0.97,-0.99,-1.1,-0.84,-0.92,-0.86,-0.74,-0.49,-0.75,-0.72
20140625,0.46,0.9,0.86,0.75,0.77,0.69,0.67,0.46,0.34,0.47,0.53
20140626,0.07,-0.06,-0.04,-0.44,-0.25,0.02,-0.04,-0.12,-0.19,-0.07,-0.11
20140627,1.13,0.91,0.8,0.63,0.58,0.54,0.46,0.33,0.24,0.13,0.26
20140630,0.14,0.42,0.37,0.43,0.23,0.44,0.49,0.28,0.26,0.04,0.07
20140701,0.97,1.47,1.34,0.99,0.93,0.77,0.57,0.79,0.52,0.73,0.74
20140702,0.33,-0.39,-0.54,-0.48,-0.63,-0.49,-0.28,-0.33,-0.18,0,-0.03
20140703,0.41,0.78,0.88,0.93,0.71,0.67,0.66,0.54,0.65,0.55,0.59
20140707,-1.39,-2.26,-2.29,-1.69,-1.37,-1.3,-1.15,-0.89,-0.73,-0.54,-0.62
20140708,-1.4,-1.63,-1.7,-1.43,-1.24,-1.16,-1.21,-0.76,-0.7,-0.7,-0.82
20140709,0.13,-0.15,0.15,0.15,0.14,0.27,0.31,0.48,0.49,0.57,0.46
20140710,-0.8,-1.48,-1.33,-0.91,-0.87,-0.8,-0.64,-0.57,-0.47,-0.43,-0.49
20140711,0.13,0.09,-0.15,0.02,-0.35,-0.08,-0.21,0.03,0.02,0.18,0.12
20140714,0.55,0.75,0.56,0.34,0.29,0.47,0.37,0.27,0.22,0.5,0.46
20140715,-1,-1.59,-1.43,-0.85,-0.78,-0.7,-0.65,-0.21,-0.37,-0.24,-0.32
20140716,-0.13,-0.26,-0.3,-0.2,-0.23,-0.06,0.19,0.02,0.33,0.38,0.32
20140717,-1.28,-1.86,-1.66,-1.55,-1.44,-1.25,-1.29,-1.2,-1.28,-1.16,-1.21
20140718,0.99,1.74,1.73,1.52,1.45,1.19,1.26,1.16,1.11,1.03,1.12
20140721,-0.2,-0.38,-0.44,-0.48,-0.36,-0.31,-0.2,-0.24,-0.29,-0.24,-0.25
20140722,0.67,0.92,0.93,0.8,0.65,0.83,0.57,0.57,0.45,0.49,0.53
20140723,0.14,0.02,0.3,0.84,-0.15,-0.27,0.2,0,0.15,0.18,0.19
20140724,-0.14,-0.62,-0.41,0.04,0.13,0.11,0.3,0.45,0.26,-0.1,0.05
20140725,-0.46,-1.01,-0.78,-0.98,-0.83,-0.83,-0.47,-0.56,-0.34,-0.54,-0.53
20140728,-0.51,-0.85,-0.72,-0.5,-0.27,-0.53,-0.3,-0.08,-0.02,-0.14,-0.08
20140729,-0.02,0.41,0.51,0.24,0,-0.03,-0.25,-0.5,-0.36,-0.49,-0.33
20140730,0.27,1.08,0.75,0.4,0.35,0.25,0.19,0.18,0.07,0.03,0.12
20140731,-1.31,-2.08,-2.33,-2.36,-2.3,-2.14,-2.4,-1.84,-1.81,-2.03,-2.03
20140801,-0.98,-0.94,-0.62,-0.5,-0.41,-0.04,-0.66,-0.07,-0.19,-0.2,-0.32
20140804,0.23,0.69,0.99,0.97,0.66,0.75,0.87,0.67,0.6,0.79,0.74
20140805,-0.11,-0.07,0.03,-0.17,-0.42,-0.41,-0.49,-0.75,-0.82,-1.04,-0.84
20140806,0.34,0.81,0.37,0.27,0.25,0.09,-0.13,-0.02,-0.01,-0.23,0.02
20140807,-0.43,-0.71,-0.53,-0.73,-0.41,-0.52,-0.1,-0.54,-0.69,-0.59,-0.52
20140808,0.58,0.9,1.16,1.07,0.92,1.29,1.07,1.17,1.39,1.25,1.12
20140811,0.81,0.98,1.2,0.88,0.89,0.55,0.67,0.57,0.24,0.33,0.4
20140812,-0.6,-1.19,-0.92,-0.72,-0.52,-0.51,-0.63,-0.25,-0.2,-0.19,-0.23
20140813,0.5,0.62,0.73,0.73,0.39,0.75,0.98,0.77,0.56,0.63,0.69
20140814,0.26,0.22,0.16,0.23,0.27,0.23,0.36,0.56,0.63,0.41,0.44
20140815,-0.31,-0.18,0.01,-0.12,-0.15,-0.07,-0.02,-0.02,0.13,0.1,0
20140818,0.87,1.6,1.49,1.43,1.49,1.28,1.13,1,0.86,0.81,0.93
20140819,0.33,0.19,0.33,0.36,0.47,0.56,0.47,0.57,0.45,0.5,0.49
20140820,-0.47,-0.78,-0.83,-0.13,-0.15,-0.04,0.29,0.34,0.39,0.3,0.19
20140821,0.23,0.21,0.24,0.23,0.33,0.13,0.1,0.05,0.18,0.25,0.28
20140822,0.28,0.15,0.2,0.05,0.09,0.02,0.11,-0.05,-0.03,-0.19,-0.1
20140825,0.34,0.2,0.56,0.37,0.18,0.39,0.72,0.6,0.5,0.55,0.5
20140826,0.49,0.91,0.95,0.92,0.7,0.52,0.38,0.11,0.05,0.12,0.19
20140827,0.13,-0.16,-0.34,-0.16,-0.17,-0.06,-0.14,0.08,0.09,-0.02,0
20140828,-0.2,-0.7,-0.76,-0.62,-0.4,-0.2,-0.24,-0.08,0.09,-0.17,-0.19
20140829,0.65,0.9,0.77,0.62,0.66,0.65,0.67,0.43,0.39,0.33,0.39
20140902,0.54,0.24,0.57,0.41,0.47,0.25,0.25,0.27,-0.08,-0.06,0.06
20140903,-0.52,-0.89,-0.65,-0.5,-0.54,-0.42,-0.3,-0.1,0.05,0.02,-0.14
20140904,-0.26,-0.47,-0.49,-0.23,-0.37,-0.43,-0.49,-0.19,-0.23,-0.13,-0.17
20140905,0.08,0.24,-0.06,0.14,0.29,0.24,0.38,0.42,0.54,0.45,0.45
20140908,0.65,0.65,0.5,0.06,0.09,-0.02,-0.11,-0.14,-0.37,-0.35,-0.22
20140909,-0.6,-1.32,-1.36,-1.03,-1.13,-0.95,-0.88,-0.86,-0.66,-0.66,-0.72
20140910,0.33,0.78,0.95,0.43,0.42,0.5,0.51,0.22,0.33,0.38,0.45
20140911,0,0.57,0.8,0.69,0.77,0.46,0.54,0.25,0.15,0.14,0.19
20140912,-0.21,-1,-0.82,-0.5,-0.73,-0.78,-0.58,-0.77,-0.69,-0.51,-0.55
20140915,-1.18,-1.64,-1.16,-1.32,-0.92,-0.85,-0.75,-0.41,-0.36,-0.12,-0.28
20140916,-0.17,0.15,0.05,0.47,0.42,0.34,0.59,0.59,0.71,0.83,0.7
20140917,0.22,0.4,0.51,0.22,0.19,0.1,0.01,0.07,0.11,0.09,0.17
20140918,-0.11,0.23,0.32,0.6,0.72,0.33,0.27,0.2,0.44,0.51,0.5
20140919,-0.23,-1.52,-1.31,-1.14,-0.98,-0.86,-0.45,-0.35,-0.22,-0.19,-0.18
20140922,-1.44,-1.85,-1.7,-1.52,-1.46,-1.57,-1.6,-1.32,-0.92,-1,-0.97
20140923,-0.65,-0.8,-0.77,-0.85,-1.06,-0.89,-0.65,-0.72,-0.68,-0.59,-0.62
20140924,0.18,0.88,1,0.78,0.79,0.7,0.72,0.63,0.79,0.98,0.81
20140925,-1.06,-1.69,-1.58,-1.44,-1.56,-1.5,-1.62,-1.37,-1.47,-1.62,-1.62
20140926,0.57,0.99,0.86,0.71,0.73,0.69,0.66,0.68,0.76,0.98,0.85
20140929,0.19,-0.21,-0.06,0.02,-0.25,0.04,-0.02,-0.18,-0.12,-0.28,-0.22
20140930,-0.4,-1.41,-1.71,-1.4,-1.34,-1.16,-1.01,-0.67,-0.43,-0.37,-0.4
20141001,-1.54,-1.73,-1.34,-1.65,-1.64,-1.48,-1.65,-1.5,-1.45,-1.36,-1.39
20141002,0.57,1.59,1.3,0.9,0.82,0.52,0.15,0.29,0.07,0,0.15
20141003,0.46,0.57,0.57,0.8,0.76,0.84,0.75,0.95,0.99,1.2,1.08
20141006,-0.97,-1.05,-1.02,-0.83,-1.27,-0.44,-0.54,-0.15,-0.18,-0.3,-0.26
20141007,-1.53,-1.96,-1.94,-1.89,-1.35,-1.52,-1.99,-1.67,-1.46,-1.67,-1.56
20141008,0.32,1.92,1.66,1.84,1.53,1.52,1.23,1.52,1.66,1.61,1.7
20141009,-1.96,-2.89,-2.89,-2.77,-2.5,-2.56,-2.71,-2.43,-2.33,-2.32,-2.17
20141010,-0.91,-1.41,-1.47,-1.6,-1.82,-1.91,-2.38,-1.65,-1.5,-1.27,-1.3
20141013,-0.35,0.07,-0.2,-0.53,-1.27,-1.46,-2.13,-1.9,-1.96,-2,-1.59
20141014,0.18,1,1.14,1.13,1.19,0.88,0.66,0.76,0.48,0.23,0.28
20141015,0.54,1.82,1.89,1.23,0.58,0.61,0.35,-0.1,-0.3,-0.53,-0.53
20141016,1.67,1.7,1.58,1.26,1.16,1.3,1.46,0.77,0.45,0.4,0.23
20141017,0,-1.19,-0.66,-0.18,0.24,0.61,0.97,1.36,0.97,1.38,1.14
20141020,0.62,1.09,1.14,1.27,1.04,1.19,0.99,1.04,1.2,0.86,0.94
20141021,1.03,1.14,1.49,1.75,2.14,2.44,2.45,2.47,2.31,2.17,1.98
20141022,-0.69,-1.86,-1.67,-1.41,-1.46,-1.46,-1.52,-1.12,-1,-0.96,-0.85
20141023,0.88,1.6,2.13,1.87,1.67,1.65,1.59,1.43,1.27,1.34,1.29
20141024,-0.09,0.49,0.07,0.17,0.16,0.22,0.6,0.74,0.69,0.67,0.66
20141027,-0.28,-0.21,-0.62,-0.04,-0.25,-0.46,-0.59,-0.37,-0.28,-0.3,-0.17
20141028,1.47,3.62,3.13,3.09,2.54,2.2,1.99,1.56,1.43,1.26,1.37
20141029,-0.06,-0.17,-0.24,-0.42,0.08,-0.44,-0.29,-0.26,-0.29,-0.1,-0.18
20141030,0.53,1.2,0.64,0.66,0.66,0.4,0.14,0.64,0.64,0.62,0.6
20141031,0.59,1.43,1.45,1.82,1.73,1.45,1.6,1.3,1.33,1.26,1.23
20141103,-0.34,-0.35,-0.42,-0.52,-0.11,-0.25,0.11,0.03,0.02,-0.07,-0.01
20141104,-0.39,-0.4,-0.4,-0.9,-0.59,-0.57,-0.91,-0.61,-0.6,-0.57,-0.35
20141105,0.25,-0.09,0.16,0.2,0.35,0.36,0.23,0.63,0.71,0.77,0.48
20141106,0.22,0.2,0.56,0.43,0.66,0.49,1.01,0.68,0.67,0.49,0.49
20141107,0.09,0.75,0.56,0.23,0.4,0.44,0.42,-0.12,0.2,0.1,0.09
20141110,0.11,0.56,0.5,0.57,0.03,0.05,0.13,0.29,0.17,0.34,0.33
20141111,-0.2,-0.01,0.06,0.23,0.24,0.01,0.07,0.13,0.07,0.11,0.1
20141112,0.56,0.57,0.81,0.79,0.77,0.46,0.23,0.13,0.01,-0.13,0.07
20141113,-0.79,-1.37,-1.18,-1.01,-0.73,-0.6,-0.8,-0.24,-0.29,0.05,-0.03
20141114,-0.06,0.28,0.03,0.02,0.2,0.1,0.38,0.12,0.12,0.15,0.06
20141117,-0.69,-1.23,-1.12,-0.95,-0.76,-0.19,-0.37,0.01,0.11,0.01,-0.05
20141118,0.15,0.74,0.62,0.54,0.29,0.51,0.6,0.7,0.57,0.59,0.51
20141119,-0.83,-1.53,-1.46,-1.02,-0.68,-0.46,-0.38,-0.06,-0.25,-0.05,-0.21
20141120,0.69,1.52,1.29,1.33,1.14,0.86,0.85,0.56,0.34,0.2,0.31
20141121,0.16,0.1,0.18,0.17,0.45,0.48,0.71,0.49,0.6,0.7,0.48
20141124,0.84,1.32,1.33,1.14,1.09,0.83,0.56,0.46,0.28,0.25,0.4
20141125,-0.11,-0.3,0.02,-0.07,-0.06,-0.04,-0.17,-0.21,-0.14,-0.06,-0.08
20141126,0.48,0.32,0.27,0.24,0.02,-0.12,-0.28,0.07,0.08,0.2,0.3
20141128,-1.24,-2.31,-2.05,-1.56,-1.6,-1.7,-1.9,-0.53,-0.43,-0.61,-0.35
20141201,-1.71,-1.82,-2.07,-1.85,-1.68,-1.63,-1.78,-1.15,-0.97,-0.73,-0.9
20141202,0.64,1.64,1.11,1.05,0.68,0.53,0.41,0.55,0.41,0.71,0.65
20141203,0.29,1.08,1.09,0.97,1.23,1.09,0.86,1.02,0.64,0.58,0.46
20141204,-0.46,-0.65,-0.72,-0.74,-0.63,-0.8,-0.44,-0.21,-0.24,-0.19,-0.17
20141205,0.74,1.41,0.97,0.84,0.29,0.31,0.21,0.22,0.02,0.22,0.25
20141208,-1.52,-1.9,-1.93,-1.53,-1.41,-1.54,-1.58,-0.9,-1.12,-1.05,-0.82
20141209,1.28,2.54,2.78,1.46,1.47,1.21,0.72,0.31,0.15,0.02,0.13
20141210,-1.74,-2.71,-2.71,-2.5,-2.43,-2.31,-2.43,-1.85,-1.84,-1.87,-1.72
20141211,0.35,0.29,0.18,0.44,0.25,0.48,0.38,0.41,0.52,0.49,0.49
20141212,-0.43,-1.11,-1.22,-1.42,-1.36,-1.59,-1.5,-1.7,-1.42,-1.69,-1.55
20141215,-1.08,-1.29,-1.29,-0.86,-0.86,-1,-0.69,-0.39,-0.57,-0.72,-0.68
20141216,-0.28,0.23,0.24,-0.15,-0.05,-0.01,-0.18,-0.45,-0.69,-0.72,-0.8
20141217,1.97,4.24,3.71,3.39,3.26,2.88,2.77,2.41,2.23,2.25,2.15
20141218,1.47,1.36,1.78,1.58,1.51,1.66,1.98,2.06,2.33,2.53,2.36
20141219,0.11,0.79,1.02,0.28,0.63,0.75,1.1,0.85,0.55,0.69,0.43
20141222,0.59,0.39,0.43,0.38,0.46,0.07,-0.08,0.24,0.19,0.33,0.37
20141223,-0.1,-0.1,-0.06,0.26,0.67,0.32,0.54,0.46,0.5,0.25,0.21
20141224,0.44,0.32,0.4,0.3,0.14,0.24,-0.04,0.06,0.1,-0.03,0.07
20141226,0.58,0.96,0.72,0.55,0.54,0.36,0.49,0.35,0.18,0.38,0.39
20141229,0.06,0.26,0.19,0.36,0.6,0.42,0.4,0.24,0.33,0.12,0.13
20141230,-0.04,-0.41,-0.32,-0.45,-0.74,-0.64,-0.6,-0.52,-0.61,-0.49,-0.48
20141231,0.78,0.18,-0.4,-0.68,-0.78,-0.72,-0.64,-0.89,-0.9,-0.95,-0.93
20150102,0.58,-0.62,-0.57,-0.54,-0.67,-0.27,-0.11,-0.04,0.02,-0.03,-0.11
20150105,-0.61,-1.46,-1.76,-1.97,-2.34,-1.89,-2.44,-2.14,-1.99,-2.21,-1.84
20150106,-1.14,-2.2,-2.04,-1.9,-1.87,-1.62,-1.33,-1.06,-1.14,-1.04,-1.04
20150107,0.69,0.77,0.98,1.43,1.23,0.85,0.99,1.23,1.16,1.12,1.19
20150108,1.17,1.55,1.73,1.82,1.97,1.73,1.89,1.9,1.9,1.77,1.81
20150109,-0.3,-1.06,-0.73,-0.99,-0.97,-0.83,-0.81,-0.84,-0.76,-0.9,-0.85
20150112,0.01,-0.77,-0.61,-0.66,-0.85,-0.9,-0.95,-0.74,-1.37,-0.86,-0.79
20150113,-0.33,-0.15,-0.09,-0.22,0.03,-0.02,-0.2,-0.21,-0.32,-0.26,-0.19
20150114,-0.59,0.02,-0.6,-0.43,-0.31,-0.47,-0.36,-0.52,-0.58,-0.72,-0.6
20150115,-1.51,-2.87,-2.22,-2.01,-1.81,-1.75,-1.58,-1.33,-0.93,-0.75,-1.08
20150116,1.09,1.94,2.19,2.06,1.69,1.39,1.65,1.35,1.64,1.43,1.36
20150120,-0.56,-1.01,-0.49,-0.87,-0.97,-0.32,-0.29,-0.15,0.05,0.18,0.11
20150121,-0.55,-0.86,-0.39,-0.19,0.39,0.69,1.08,0.83,0.9,0.72,0.42
20150122,1.01,2,1.8,2.1,2.06,1.69,1.51,1.43,1.32,1.4,1.58
20150123,-0.23,-0.34,-0.04,-0.12,-0.28,-0.15,-0.33,-0.41,-0.55,-0.68,-0.47
20150126,0.95,1.03,1,1.08,1.24,1.13,1.1,0.98,0.7,0.35,0.42
20150127,0,-0.15,-0.33,-0.6,-0.53,-0.26,-0.65,-0.64,-0.71,-1.2,-1.21
20150128,-0.93,-1.95,-1.98,-2.07,-1.71,-1.57,-1.84,-1.3,-1.62,-1.81,-1.39
20150129,0.77,1.49,1.31,1.06,0.68,0.89,0.67,1.18,0.59,0.95,0.98
20150130,-0.92,-2.26,-2.17,-2,-1.51,-0.9,-0.66,-1.1,-1.19,-1.15,-1.3
20150202,0.45,1.37,1.13,1.19,1.33,1.46,1.64,1.22,1.35,1.45,1.25
20150203,1.09,2.23,2.16,2.04,2.4,2.45,2.26,1.84,1.85,1.64,1.49
20150204,-0.43,-0.71,-0.58,-0.55,-0.62,-0.45,-0.68,-0.38,-0.5,-0.42,-0.35
20150205,1.06,2.35,1.66,1.83,1.48,1.32,1.5,1.5,1.06,1.06,1.1
20150206,0.16,-0.21,0.09,0.37,-0.05,0.48,-0.29,-0.22,-0.31,-0.25,-0.2
20150209,0,-0.55,-0.58,-0.77,-0.54,-0.09,-0.45,-0.33,-0.35,-0.52,-0.46
20150210,0.19,0.18,0.46,0.27,0.63,0.58,0.55,1,1.16,1.02,1.04
20150211,0.04,0.08,-0.14,-0.32,-0.14,-0.09,-0.07,0.1,-0.12,-0.08,0.03
20150212,0.7,1.18,1.44,1.07,1.26,1.18,1.33,1.25,1,1.02,1
20150213,0.95,0.65,0.87,0.69,0.82,0.9,0.96,0.66,0.44,0.6,0.47
20150217,0.52,0.31,0.42,0.29,0.12,0.4,0.2,0.27,0.27,0.22,0.17
20150218,0.08,0.37,0.24,0.05,0.09,0.17,0.26,0.25,0.21,-0.05,0.03
20150219,0.29,0.04,0.22,0.13,0.21,0.2,0.08,0.09,-0.02,0.12,-0.01
20150220,-0.09,-0.24,-0.19,0.2,0.56,0.57,0.58,0.72,0.5,0.63,0.61
20150223,-0.35,-0.65,-0.18,-0.08,-0.13,-0.13,-0.34,-0.12,-0.14,-0.25,-0.08
20150224,0.24,1.31,0.36,0.39,0.46,0.08,0.27,0.22,0.21,0.35,0.32
20150225,0.69,0.46,0.9,0.01,0.03,-0.07,0.44,0.18,0.02,0.07,0.02
20150226,0.23,0.38,0.43,0.18,0.08,-0.15,-0.49,-0.4,-0.3,-0.39,-0.08
20150227,-0.4,-0.82,-0.5,-0.61,-0.46,-0.46,-0.42,-0.3,-0.26,-0.25,-0.36
20150302,0.7,0.92,0.62,0.9,0.35,0.51,0.6,0.54,0.47,0.56,0.62
20150303,-0.25,-1,-0.81,-0.77,-0.35,-0.18,-0.29,-0.42,-0.24,-0.4,-0.43
20150304,-0.2,-0.3,-0.17,-0.36,-0.46,-0.32,-0.31,-0.57,-0.65,-0.36,-0.41
20150305,0.4,0.39,0.43,0.24,0.09,-0.08,0.16,0.13,0.31,0.08,0.15
20150306,-0.52,-0.96,-1.14,-1.02,-1.03,-1.27,-1.17,-1.22,-1.52,-1.43,-1.29
20150309,-0.16,-0.08,0.23,0.25,0.33,0.07,-0.01,0.2,0.11,0.4,0.37
20150310,-1.13,-1.59,-1.41,-1.47,-1.38,-1.4,-1.37,-1.5,-1.6,-1.74,-1.63
20150311,-0.13,0.58,0.57,0.87,0.72,0.65,0.58,0.21,0.21,-0.13,-0.04
20150312,1.12,1.64,1.83,1.86,1.53,1.07,0.9,1.19,1.23,1.27,1.28
20150313,-0.29,-0.28,-0.33,-0.54,-0.88,-0.71,-0.71,-0.58,-0.73,-0.61,-0.57
20150316,-0.38,0.07,0.03,0.58,0.64,0.88,0.76,1.22,1.27,1.38,1.23
20150317,0.31,0.14,0.25,0.14,0.15,0.13,0.2,-0.08,-0.26,-0.39,-0.2
20150318,0.36,0.75,0.98,0.71,0.73,1.28,1.39,1.29,1.39,1.25,1.08
20150319,0.56,0.27,0.18,0.03,-0.21,-0.37,-0.64,-0.33,-0.5,-0.58,-0.36
20150320,-0.21,0.6,0.63,1.06,0.94,0.89,0.88,0.68,0.92,1.01,0.81
20150323,0.45,0.29,0.1,0.01,0.06,-0.1,-0.19,-0.18,-0.22,-0.33,-0.19
20150324,0.52,0.11,0.12,-0.08,-0.16,-0.22,-0.16,-0.61,-0.53,-0.64,-0.51
20150325,-1.68,-2.38,-2.22,-1.97,-1.85,-1.73,-1.32,-1.42,-1.36,-1.11,-1.56
20150326,-0.02,-0.18,-0.12,-0.14,-0.13,-0.17,-0.11,-0.09,-0.3,-0.2,-0.22
20150327,0.19,0.32,0.51,0.58,0.59,0.43,0.34,0.82,0.27,0.24,0.32
20150330,0.44,0.98,1.21,1.23,1.4,1.37,1.3,1.15,1.23,1.24,1.24
20150331,-0.3,-0.4,-0.33,-0.35,-0.31,-0.34,-0.51,-0.4,-0.59,-0.82,-0.75
20150401,-0.15,0.14,0.09,0.21,-0.22,-0.4,-0.34,-0.27,-0.28,-0.37,-0.38
20150402,0.56,0.39,0.51,0.45,0.31,0.29,0.66,0.49,0.49,0.45,0.35
20150406,-0.02,0.3,0.49,0.57,0.89,0.95,1.03,0.67,0.87,0.76,0.61
20150407,0.5,0.08,-0.18,-0.29,-0.42,-0.42,-0.29,-0.39,-0.23,-0.23,-0.22
20150408,0.43,0.75,0.59,0.64,0.58,0.35,0.28,0.49,0.5,0.32,0.37
20150409,0.21,-0.16,-0.25,0.01,0.01,0.21,0.36,0.28,0.42,0.65,0.41
20150410,0.39,0.21,0.43,0.45,0.38,0.32,0.31,0.32,0.2,0.42,0.49
20150413,0.23,0.29,0.34,0.14,-0.05,-0.19,-0.44,-0.36,-0.54,-0.46,-0.38
20150414,0.13,0.37,0.29,0.06,0.21,0.35,0.23,0.02,0.22,0.29,0.11
20150415,0.77,1.41,1.42,1.09,1.05,1.07,1.03,0.66,0.81,0.64,0.57
20150416,0.04,-0.14,-0.2,-0.31,-0.42,-0.29,-0.37,-0.17,-0.17,-0.09,-0.08
20150417,-1.02,-1.96,-1.85,-1.73,-1.6,-1.43,-1.31,-1.18,-1.05,-1.17,-1.23
20150420,0.66,1.14,1.04,0.93,0.77,0.77,0.79,0.72,0.67,0.94,0.95
20150421,0.17,-0.15,-0.34,-0.26,-0.1,-0.24,-0.08,-0.08,-0.19,-0.19,-0.1
20150422,0.12,0.1,0.15,0.13,0.19,0.19,0.28,0.29,0.44,0.58,0.46
20150423,0.59,0.7,0.65,0.3,0.65,0.53,0.67,0.21,0.36,0.26,0.29
